date,week,home,home_score,away_score,away,stadium,region,avg_temp,min_temp,max_temp,rainfall,avg_windspeed,avg_relative_humid,nb_crowd
2019-04-05,FRI,DOOSAN,3,7,NC,Jamsil,Seoul,11.4,7.0,17.2,0.0,2.9,41.0,10365
2019-04-05,FRI,SK,3,0,SAMSUNG,Munhak,Incheon,10.5,6.9,14.8,0.0,4.2,56.9,9178
2019-04-05,FRI,KIA,6,4,KIUM,Gwangju,Gwangju,11.8,7.1,19.6,0.0,1.8,54.3,7048
2019-04-06,SAT,LOTTE,9,7,HANWHA,Sajik,Busan,14.4,10.4,18.4,0.0,2.7,59.0,23305
2019-04-06,SAT,KT,2,1,LG,Suwon,Suwon,9.7,2.9,13.9,0.0,1.3,51.4,8509
2019-04-06,SAT,DOOSAN,5,6,NC,Jamsil,Seoul,9.3,5.9,12.2,0.8,1.1,39.9,14279
2019-04-06,SAT,SK,2,1,SAMSUNG,Munhak,Incheon,9.4,6.5,10.9,0.0,2.7,53.9,14617
2019-04-06,SAT,KIA,4,14,KIUM,Gwangju,Gwangju,13.4,4.1,22.3,0.0,1.8,43.8,15302
2019-04-07,SUN,LOTTE,1,16,HANWHA,Sajik,Busan,12.4,9.9,15.9,13.2,2.1,76.4,11028
2019-04-07,SUN,KT,4,3,LG,Suwon,Suwon,13.0,5.8,20.9,0.0,1.6,41.3,12563
2019-04-07,SUN,DOOSAN,3,5,NC,Jamsil,Seoul,12.6,5.6,20.3,0.0,1.7,43.1,16081
2019-04-07,SUN,SK,3,2,SAMSUNG,Munhak,Incheon,11.7,5.8,17.8,0.0,3.1,50.0,19069
2019-04-09,THU,KIUM,7,3,KT,Gocheok,Seoul,9.2,4.7,13.9,17.4,2.4,49.1,1377
2019-04-10,WED,KIUM,4,2,KT,Gocheok,Seoul,7.1,4.7,10.2,5.6,1.8,78.4,1158
2019-04-10,WED,KIA,2,1,NC,Gwangju,Gwangju,7.9,6.2,10.0,2.5,2.0,92.8,7207
2019-04-10,WED,LOTTE,1,3,DOOSAN,Sajik,Busan,9.7,7.9,12.9,6.9,4.0,74.4,6825
2019-04-10,WED,HANWHA,3,8,SK,Daejeon,Daejeon,7.9,4.9,10.6,4.9,2.2,76.8,5434
2019-04-10,WED,LG,5,6,SAMSUNG,Jamsil,Seoul,7.1,4.7,10.2,5.6,1.8,78.4,10261
2019-04-11,THU,KIUM,1,8,KT,Gocheok,Seoul,9.5,4.3,15.7,0.0,1.9,58.0,1369
2019-04-11,THU,KIA,2,4,NC,Gwangju,Gwangju,10.1,5.5,15.3,0.0,1.2,68.4,6809
2019-04-11,THU,LOTTE,1,5,DOOSAN,Sajik,Busan,10.2,6.8,14.2,0.0,2.3,61.3,7403
2019-04-11,THU,HANWHA,0,1,SK,Daejeon,Daejeon,10.3,4.3,15.8,0.0,1.0,65.6,5792
2019-04-11,THU,LG,5,2,SAMSUNG,Jamsil,Seoul,9.5,4.3,15.7,0.0,1.9,58.0,11168
2019-04-12,FRI,KIUM,5,3,HANWHA,Gocheok,Seoul,11.4,5.5,18.4,0.0,2.2,48.5,6559
2019-04-12,FRI,SK,4,4,KIA,Munhak,Incheon,9.9,6.2,14.8,0.0,2.5,69.9,15392
2019-04-12,FRI,SAMSUNG,5,0,KT,Daegu,Daegu,12.8,6.9,19.6,0.0,1.8,49.8,7087
2019-04-12,FRI,NC,2,1,LOTTE,Changwon,Changwon,11.2,5.7,18.5,1.3,1.5,56.5,17028
2019-04-12,FRI,LG,3,0,DOOSAN,Jamsil,Seoul,11.4,5.5,18.4,0.0,2.2,48.5,18489
2019-04-13,SAT,KIUM,5,3,HANWHA,Gocheok,Seoul,11.8,6.2,17.9,0.0,1.8,34.0,12322
2019-04-13,SAT,SK,4,6,KIA,Munhak,Incheon,11.1,6.7,16.2,0.0,2.2,42.5,22502
2019-04-13,SAT,SAMSUNG,3,5,KT,Daegu,Daegu,13.3,5.5,20.5,0.0,1.7,45.3,16783
2019-04-13,SAT,NC,7,5,LOTTE,Changwon,Changwon,12.2,7.1,18.2,0.0,1.7,48.3,22112
2019-04-13,SAT,LG,5,2,DOOSAN,Jamsil,Seoul,11.8,6.2,17.9,0.0,1.8,34.0,25000
2019-04-14,SUN,KIUM,2,3,HANWHA,Gocheok,Seoul,9.6,6.9,13.6,1.7,2.2,45.5,10338
2019-04-14,SUN,SK,2,4,KIA,Munhak,Incheon,9.6,7.5,12.5,2.4,3.7,57.3,17179
2019-04-14,SUN,SAMSUNG,14,12,KT,Daegu,Daegu,12.5,9.3,16.6,0.0,2.6,44.4,7347
2019-04-14,SUN,NC,8,1,LOTTE,Changwon,Changwon,12.5,9.0,16.3,0.0,1.2,48.4,16860
2019-04-14,SUN,LG,0,8,DOOSAN,Jamsil,Seoul,9.6,6.9,13.6,1.7,2.2,45.5,15459
2019-04-16,THU,KT,4,2,HANWHA,Suwon,Suwon,14.2,3.5,23.8,0.0,1.2,39.3,7248
2019-04-16,THU,LOTTE,10,9,KIA,Sajik,Busan,16.0,10.3,21.2,0.0,2.3,37.0,9766
2019-04-16,THU,NC,2,7,LG,Changwon,Changwon,14.8,6.8,22.9,0.0,1.3,39.5,6568
2019-04-16,THU,DOOSAN,8,3,SK,Jamsil,Seoul,14.9,6.8,22.6,0.0,1.6,26.3,8633
2019-04-16,THU,SAMSUNG,0,4,KIUM,Pohang,Pohang,18.8,11.6,26.0,0.0,2.9,27.3,5179
2019-04-17,WED,KT,5,8,HANWHA,Suwon,Suwon,14.5,7.0,23.2,0.0,1.7,53.4,6342
2019-04-17,WED,LOTTE,8,6,KIA,Sajik,Busan,18.0,14.3,23.4,0.0,3.9,43.5,7175
2019-04-17,WED,NC,2,4,LG,Changwon,Changwon,16.3,11.4,23.2,0.0,1.2,44.4,9030
2019-04-17,WED,DOOSAN,12,3,SK,Jamsil,Seoul,15.3,9.1,21.8,0.0,1.9,37.5,9217
2019-04-17,WED,SAMSUNG,3,5,KIUM,Pohang,Pohang,19.5,14.2,25.6,0.0,2.6,32.4,5784
2019-04-18,THU,KT,6,5,HANWHA,Suwon,Suwon,12.7,8.2,18.8,0.0,1.8,82.6,5536
2019-04-18,THU,LOTTE,10,9,KIA,Sajik,Busan,16.4,14.2,20.0,0.0,5.2,60.8,7777
2019-04-18,THU,NC,1,6,LG,Changwon,Changwon,15.3,9.5,21.4,0.0,2.3,62.3,7156
2019-04-18,THU,DOOSAN,3,4,SK,Jamsil,Seoul,12.6,10.4,16.2,0.0,2.0,74.4,8624
2019-04-18,THU,SAMSUNG,5,4,KIUM,Pohang,Pohang,20.8,15.0,27.0,0.0,3.1,44.5,5284
2019-04-19,FRI,LOTTE,5,6,KT,Sajik,Busan,13.8,10.1,16.8,0.0,3.3,61.4,8483
2019-04-19,FRI,SK,11,14,NC,Munhak,Incheon,13.6,9.9,18.8,0.0,2.7,66.1,7657
2019-04-19,FRI,KIA,6,8,DOOSAN,Gwangju,Gwangju,15.9,14.0,21.1,0.0,2.2,78.4,9044
2019-04-19,FRI,HANWHA,4,3,SAMSUNG,Daejeon,Daejeon,14.5,11.5,18.5,0.2,2.3,75.6,8058
2019-04-19,FRI,LG,3,13,KIUM,Jamsil,Seoul,13.8,9.6,19.7,0.0,1.6,57.5,9936
2019-04-20,SAT,LOTTE,5,4,KT,Sajik,Busan,14.4,9.7,18.2,0.0,2.9,61.0,17232
2019-04-20,SAT,SK,10,4,NC,Munhak,Incheon,13.4,11.4,17.7,1.1,2.4,78.3,18023
2019-04-20,SAT,KIA,1,10,DOOSAN,Gwangju,Gwangju,17.1,11.6,24.6,0.0,1.2,67.5,16047
2019-04-20,SAT,HANWHA,12,5,SAMSUNG,Daejeon,Daejeon,17.2,11.4,23.5,0.0,1.6,61.9,13000
2019-04-20,SAT,LG,3,7,KIUM,Jamsil,Seoul,14.3,9.7,19.1,1.2,1.9,66.9,16362
2019-04-21,SUN,LOTTE,3,6,KT,Sajik,Busan,17.2,13.4,22.0,0.0,2.5,65.4,14394
2019-04-21,SUN,SK,4,1,NC,Munhak,Incheon,12.5,10.7,15.9,0.7,2.0,92.6,15812
2019-04-21,SUN,KIA,2,9,DOOSAN,Gwangju,Gwangju,17.8,12.4,23.2,0.0,1.0,69.6,13401
2019-04-21,SUN,HANWHA,0,16,SAMSUNG,Daejeon,Daejeon,18.1,15.2,22.6,0.0,0.9,72.3,12761
2019-04-21,SUN,LG,5,3,KIUM,Jamsil,Seoul,14.8,12.2,20.2,0.3,1.9,77.8,14364
2019-04-23,THU,LG,9,2,KIA,Jamsil,Seoul,20.4,15.3,25.5,0.0,1.3,52.0,12485
2019-04-23,THU,KT,3,4,NC,Suwon,Suwon,19.1,13.0,25.7,0.0,1.3,65.4,2903
2019-04-23,THU,KIUM,3,9,DOOSAN,Gocheok,Seoul,20.4,15.3,25.5,0.0,1.3,52.0,4034
2019-04-24,WED,LG,10,3,KIA,Jamsil,Seoul,19.5,15.8,25.9,4.1,1.6,70.4,14171
2019-04-24,WED,HANWHA,5,4,LOTTE,Daejeon,Daejeon,17.7,15.3,21.1,21.8,0.8,90.9,6235
2019-04-24,WED,KT,2,10,NC,Suwon,Suwon,18.2,14.7,25.9,12.9,1.5,81.0,3905
2019-04-24,WED,KIUM,8,3,DOOSAN,Gocheok,Seoul,19.5,15.8,25.9,4.1,1.6,70.4,4174
2019-04-24,WED,SAMSUNG,8,9,SK,Daegu,Daegu,18.1,14.6,22.0,3.5,1.3,86.4,6214
2019-04-25,THU,KIUM,9,6,DOOSAN,Gocheok,Seoul,13.2,9.4,17.2,11.3,2.0,75.9,4042
2019-04-25,THU,SAMSUNG,3,4,SK,Daegu,Daegu,14.1,10.6,19.0,0.2,4.0,67.8,3889
2019-04-26,FRI,KIUM,8,4,KIA,Gocheok,Seoul,8.4,6.2,9.9,4.9,1.5,82.1,5357
2019-04-26,FRI,DOOSAN,11,8,LOTTE,Jamsil,Seoul,8.4,6.2,9.9,4.9,1.5,82.1,15257
2019-04-26,FRI,KT,0,2,SK,Suwon,Suwon,8.7,7.2,11.6,1.9,1.6,88.1,3712
2019-04-27,SAT,NC,15,1,HANWHA,Changwon,Changwon,11.5,6.9,16.9,0.0,2.0,61.3,15140
2019-04-27,SAT,KIUM,4,6,KIA,Gocheok,Seoul,11.6,4.1,18.2,0.0,1.7,52.6,10491
2019-04-27,SAT,SAMSUNG,0,8,LG,Daegu,Daegu,12.6,5.6,18.0,0.0,1.4,56.5,19767
2019-04-27,SAT,DOOSAN,7,0,LOTTE,Jamsil,Seoul,11.6,4.1,18.2,0.0,1.7,52.6,24027
2019-04-27,SAT,KT,1,2,SK,Suwon,Suwon,11.4,3.2,18.5,0.0,1.6,65.9,10514
2019-04-28,SUN,NC,10,4,HANWHA,Changwon,Changwon,12.1,8.7,17.1,0.0,1.0,62.5,11267
2019-04-28,SUN,KIUM,13,5,KIA,Gocheok,Seoul,12.9,9.9,16.6,0.0,1.6,48.8,9038
2019-04-28,SUN,SAMSUNG,1,2,LG,Daegu,Daegu,13.4,9.7,18.9,0.0,0.7,56.0,14214
2019-04-28,SUN,DOOSAN,9,2,LOTTE,Jamsil,Seoul,12.9,9.9,16.6,0.0,1.6,48.8,20219
2019-04-28,SUN,KT,0,3,SK,Suwon,Suwon,12.1,8.2,16.8,0.0,1.2,66.9,8508
2019-04-30,THU,LG,10,9,KT,Jamsil,Seoul,15.5,9.0,22.5,0.0,1.6,52.8,10144
2019-04-30,THU,LOTTE,6,1,NC,Sajik,Busan,15.6,13.1,18.9,0.0,2.1,83.5,13974
2019-04-30,THU,HANWHA,2,1,DOOSAN,Daejeon,Daejeon,16.1,9.6,22.4,0.0,1.0,77.8,7555
2019-04-30,THU,KIA,8,0,SAMSUNG,Gwangju,Gwangju,15.0,11.5,20.4,0.3,1.3,92.4,8204
2019-04-30,THU,SK,5,15,KIUM,Munhak,Incheon,14.4,10.8,19.8,0.0,2.3,61.5,8972
2019-05-01,WED,LG,3,2,KT,Jamsil,Seoul,16.4,11.2,22.2,0.0,2.3,48.9,12582
2019-05-01,WED,LOTTE,5,9,NC,Sajik,Busan,17.0,14.3,20.8,0.0,2.9,72.1,12296
2019-05-01,WED,HANWHA,4,1,DOOSAN,Daejeon,Daejeon,15.9,10.3,23.3,0.0,1.8,68.5,10779
2019-05-01,WED,KIA,2,10,SAMSUNG,Gwangju,Gwangju,14.4,10.2,21.5,0.0,1.2,75.5,8023
2019-05-01,WED,SK,2,0,KIUM,Munhak,Incheon,14.2,10.7,18.5,0.0,3.0,65.0,15875
2019-05-02,THU,LG,5,4,KT,Jamsil,Seoul,17.1,10.6,25.3,0.0,2.3,28.5,9806
2019-05-02,THU,LOTTE,6,7,NC,Sajik,Busan,17.6,14.8,21.7,0.0,3.8,54.8,9280
2019-05-02,THU,HANWHA,4,5,DOOSAN,Daejeon,Daejeon,15.9,8.9,25.0,0.0,1.8,57.8,7358
2019-05-02,THU,KIA,8,1,SAMSUNG,Gwangju,Gwangju,15.4,8.1,24.1,0.0,1.4,56.0,7550
2019-05-02,THU,SK,8,10,KIUM,Munhak,Incheon,16.0,12.6,22.0,0.0,3.4,39.0,8147
2019-05-03,FRI,NC,4,8,KIA,Changwon,Changwon,16.9,10.2,26.1,0.0,1.5,47.8,11196
2019-05-03,FRI,HANWHA,4,5,KT,Daejeon,Daejeon,18.0,7.4,28.4,0.0,1.3,47.8,8529
2019-05-03,FRI,DOOSAN,7,2,LG,Jamsil,Seoul,17.9,10.1,26.1,0.0,1.6,37.5,24133
2019-05-03,FRI,LOTTE,7,11,SK,Sajik,Busan,19.1,15.3,23.1,0.0,2.4,41.9,10573
2019-05-03,FRI,KIUM,8,3,SAMSUNG,Gocheok,Seoul,17.9,10.1,26.1,0.0,1.6,37.5,3554
2019-05-04,SAT,NC,4,1,KIA,Changwon,Changwon,17.9,11.8,26.0,0.0,1.5,46.4,15902
2019-05-04,SAT,HANWHA,10,9,KT,Daejeon,Daejeon,19.2,10.2,27.4,0.0,1.0,49.3,12179
2019-05-04,SAT,DOOSAN,3,2,LG,Jamsil,Seoul,19.5,12.0,27.4,0.0,1.7,40.4,25000
2019-05-04,SAT,LOTTE,4,10,SK,Sajik,Busan,19.1,15.1,23.6,0.0,1.8,53.0,16666
2019-05-04,SAT,KIUM,1,3,SAMSUNG,Gocheok,Seoul,19.5,12.0,27.4,0.0,1.7,40.4,7748
2019-05-05,SUN,NC,10,3,KIA,Changwon,Changwon,18.5,12.1,25.9,0.0,1.4,50.8,17221
2019-05-05,SUN,HANWHA,6,4,KT,Daejeon,Daejeon,19.8,12.2,28.0,0.0,1.3,47.0,13000
2019-05-05,SUN,DOOSAN,11,2,LG,Jamsil,Seoul,19.2,13.6,26.5,0.0,2.2,35.8,25000
2019-05-05,SUN,LOTTE,3,4,SK,Sajik,Busan,19.6,15.4,23.9,0.0,3.8,51.5,20490
2019-05-05,SUN,KIUM,12,2,SAMSUNG,Gocheok,Seoul,19.2,13.6,26.5,0.0,2.2,35.8,10651
2019-05-07,THU,SK,11,2,HANWHA,Munhak,Incheon,13.4,9.8,18.2,0.0,3.0,57.5,11668
2019-05-07,THU,DOOSAN,4,3,KIA,Jamsil,Seoul,15.0,8.4,21.9,0.0,2.3,33.4,13196
2019-05-07,THU,KIUM,10,12,LG,Gocheok,Seoul,15.0,8.4,21.9,0.0,2.3,33.4,4139
2019-05-07,THU,KT,7,2,LOTTE,Suwon,Suwon,14.1,6.7,22.5,0.0,2.0,50.8,4436
2019-05-07,THU,SAMSUNG,6,3,NC,Daegu,Daegu,15.6,7.2,22.5,0.0,1.4,42.6,5450
2019-05-08,WED,SK,17,2,HANWHA,Munhak,Incheon,13.8,10.8,17.2,0.0,3.5,67.0,11027
2019-05-08,WED,DOOSAN,1,0,KIA,Jamsil,Seoul,15.6,10.1,21.3,0.0,2.3,48.3,12115
2019-05-08,WED,KIUM,6,0,LG,Gocheok,Seoul,15.6,10.1,21.3,0.0,2.3,48.3,3418
2019-05-08,WED,KT,5,4,LOTTE,Suwon,Suwon,14.7,7.4,22.7,0.0,2.1,57.9,3437
2019-05-08,WED,SAMSUNG,2,0,NC,Daegu,Daegu,17.8,8.4,24.8,0.0,1.9,31.5,5220
2019-05-09,THU,SK,1,6,HANWHA,Munhak,Incheon,14.1,11.7,17.9,0.0,2.9,65.1,16817
2019-05-09,THU,DOOSAN,3,5,KIA,Jamsil,Seoul,16.6,11.7,22.9,0.0,2.2,43.3,16281
2019-05-09,THU,KIUM,2,1,LG,Gocheok,Seoul,16.6,11.7,22.9,0.0,2.2,43.3,8283
2019-05-09,THU,KT,6,13,LOTTE,Suwon,Suwon,15.7,10.4,23.0,0.0,1.9,56.3,5675
2019-05-09,THU,SAMSUNG,6,4,NC,Daegu,Daegu,20.1,14.2,26.0,0.0,2.7,24.9,6381
2019-05-10,FRI,LG,2,5,HANWHA,Jamsil,Seoul,17.8,10.3,26.8,0.0,1.9,48.0,19399
2019-05-10,FRI,SAMSUNG,5,12,LOTTE,Daegu,Daegu,21.1,11.8,28.9,0.0,1.5,28.5,14620
2019-05-10,FRI,NC,12,11,DOOSAN,Changwon,Changwon,18.2,12.1,25.6,0.0,1.6,39.3,9716
2019-05-10,FRI,KIA,1,4,SK,Gwangju,Gwangju,18.6,10.3,27.9,0.0,1.3,34.9,9105
2019-05-10,FRI,KT,7,6,KIUM,Suwon,Suwon,16.2,7.7,26.6,0.0,1.5,63.9,4567
2019-05-11,SAT,LG,6,4,HANWHA,Jamsil,Seoul,20.3,13.2,28.3,0.0,1.8,39.0,25000
2019-05-11,SAT,SAMSUNG,9,2,LOTTE,Daegu,Daegu,21.6,12.2,30.0,0.0,1.4,36.5,24000
2019-05-11,SAT,NC,0,12,DOOSAN,Changwon,Changwon,18.6,12.1,26.7,0.0,1.4,43.3,14806
2019-05-11,SAT,KIA,3,10,SK,Gwangju,Gwangju,19.6,11.8,28.2,0.0,1.1,41.3,15173
2019-05-11,SAT,KT,2,6,KIUM,Suwon,Suwon,17.7,10.0,27.0,0.0,1.3,54.0,10800
2019-05-12,SUN,LG,2,0,HANWHA,Jamsil,Seoul,21.6,14.7,28.9,0.0,1.5,36.0,21860
2019-05-12,SUN,SAMSUNG,9,10,LOTTE,Daegu,Daegu,18.5,12.8,26.0,0.0,3.5,48.4,17458
2019-05-12,SUN,NC,2,3,DOOSAN,Changwon,Changwon,19.4,14.0,27.2,0.0,1.3,47.0,10486
2019-05-12,SUN,KIA,3,4,SK,Gwangju,Gwangju,21.1,14.5,29.2,0.0,1.4,44.5,11433
2019-05-12,SUN,KT,9,3,KIUM,Suwon,Suwon,19.3,10.6,28.8,0.0,1.4,49.8,9792
2019-05-14,THU,KIA,1,6,KT,Gwangju,Gwangju,22.3,16.2,29.0,0.0,1.1,64.8,6355
2019-05-14,THU,LOTTE,4,0,LG,Sajik,Busan,20.5,17.2,24.7,0.0,3.2,72.6,18119
2019-05-14,THU,NC,8,2,SK,Changwon,Changwon,19.6,15.5,25.7,0.1,1.6,74.4,5992
2019-05-14,THU,DOOSAN,3,4,SAMSUNG,Jamsil,Seoul,19.6,12.9,26.9,0.0,1.6,44.5,12127
2019-05-14,THU,HANWHA,7,3,KIUM,Daejeon,Daejeon,21.1,14.0,28.3,0.0,1.3,59.4,6387
2019-05-15,WED,KIA,4,7,KT,Gwangju,Gwangju,23.2,17.3,30.3,0.0,1.6,60.4,6711
2019-05-15,WED,LOTTE,8,4,LG,Sajik,Busan,21.6,18.7,25.7,0.0,1.5,60.1,9738
2019-05-15,WED,NC,3,7,SK,Changwon,Changwon,20.7,16.1,25.8,0.0,1.5,59.6,8402
2019-05-15,WED,DOOSAN,3,1,SAMSUNG,Jamsil,Seoul,20.7,14.8,28.0,0.0,1.7,48.1,12085
2019-05-15,WED,HANWHA,5,4,KIUM,Daejeon,Daejeon,22.0,15.7,29.0,0.0,1.1,63.5,6878
2019-05-16,THU,KIA,3,6,KT,Gwangju,Gwangju,23.3,17.6,30.7,0.0,1.7,51.0,6384
2019-05-16,THU,LOTTE,2,3,LG,Sajik,Busan,21.7,18.0,26.7,0.0,1.7,62.0,14064
2019-05-16,THU,NC,5,2,SK,Changwon,Changwon,21.1,15.4,28.2,0.0,1.3,58.5,6735
2019-05-16,THU,DOOSAN,4,1,SAMSUNG,Jamsil,Seoul,23.5,16.7,30.0,0.0,1.5,43.8,15267
2019-05-16,THU,HANWHA,15,6,KIUM,Daejeon,Daejeon,23.5,16.7,30.8,0.0,1.1,57.9,7912
2019-05-17,FRI,HANWHA,2,5,KIA,Daejeon,Daejeon,23.7,18.6,28.1,0.0,1.5,56.1,12927
2019-05-17,FRI,KIUM,7,0,LOTTE,Gocheok,Seoul,23.6,17.6,28.3,0.0,1.2,44.9,5127
2019-05-17,FRI,LG,2,13,NC,Jamsil,Seoul,23.6,17.6,28.3,0.0,1.2,44.9,11998
2019-05-17,FRI,SK,1,3,DOOSAN,Munhak,Incheon,21.5,17.4,25.7,0.0,1.6,58.5,19391
2019-05-17,FRI,KT,3,14,SAMSUNG,Suwon,Suwon,22.5,15.5,28.4,0.0,1.1,58.6,6834
2019-05-18,SAT,HANWHA,5,2,KIA,Daejeon,Daejeon,19.1,16.0,23.7,14.3,3.6,83.3,13000
2019-05-18,SAT,KIUM,13,1,LOTTE,Gocheok,Seoul,22.8,19.1,25.9,0.0,2.1,46.8,9325
2019-05-18,SAT,LG,3,9,NC,Jamsil,Seoul,22.8,19.1,25.9,0.0,2.1,46.8,17182
2019-05-18,SAT,SK,5,10,DOOSAN,Munhak,Incheon,21.0,16.6,25.4,0.0,3.8,60.9,23000
2019-05-18,SAT,KT,2,0,SAMSUNG,Suwon,Suwon,21.4,18.1,25.0,0.0,3.7,60.5,14474
2019-05-19,SUN,HANWHA,0,5,KIA,Daejeon,Daejeon,21.1,18.5,24.7,0.7,2.9,82.5,12287
2019-05-19,SUN,KIUM,9,3,LOTTE,Gocheok,Seoul,19.4,17.9,21.6,22.0,1.2,93.0,7887
2019-05-21,THU,SAMSUNG,9,3,HANWHA,Daegu,Daegu,18.6,9.4,26.1,0.0,2.5,35.6,8422
2019-05-21,THU,KIA,10,6,LOTTE,Gwangju,Gwangju,17.1,9.5,24.7,0.0,1.6,55.0,15514
2019-05-21,THU,KIUM,1,3,NC,Gocheok,Seoul,17.2,11.7,23.8,0.0,2.9,52.0,1907
2019-05-21,THU,KT,12,7,DOOSAN,Suwon,Suwon,16.7,9.4,24.2,0.0,2.6,65.6,5630
2019-05-21,THU,LG,2,4,SK,Jamsil,Seoul,17.2,11.7,23.8,0.0,2.9,52.0,10254
2019-05-22,WED,SAMSUNG,6,5,HANWHA,Daegu,Daegu,21.4,11.7,30.0,0.0,1.7,33.5,8678
2019-05-22,WED,KIA,6,5,LOTTE,Gwangju,Gwangju,20.2,12.4,28.5,0.0,2.3,53.6,7648
2019-05-22,WED,KIUM,4,2,NC,Gocheok,Seoul,19.5,12.3,26.5,0.0,2.4,46.0,1826
2019-05-22,WED,KT,3,1,DOOSAN,Suwon,Suwon,19.4,10.7,27.4,0.0,2.3,57.1,6858
2019-05-22,WED,LG,0,2,SK,Jamsil,Seoul,19.5,12.3,26.5,0.0,2.4,46.0,10082
2019-05-23,THU,SAMSUNG,2,1,HANWHA,Daegu,Daegu,23.2,14.6,31.3,0.0,1.9,39.5,8536
2019-05-23,THU,KIA,3,1,LOTTE,Gwangju,Gwangju,22.2,15.2,30.5,0.0,1.7,62.4,8055
2019-05-23,THU,KIUM,2,4,NC,Gocheok,Seoul,22.1,15.0,29.2,0.0,1.7,45.0,2156
2019-05-23,THU,KT,3,2,DOOSAN,Suwon,Suwon,20.7,12.4,29.9,0.0,1.4,61.1,6871
2019-05-23,THU,LG,2,1,SK,Jamsil,Seoul,22.1,15.0,29.2,0.0,1.7,45.0,10249
2019-05-24,FRI,DOOSAN,3,4,HANWHA,Jamsil,Seoul,24.2,16.2,33.4,0.0,1.7,46.4,20567
2019-05-24,FRI,KIA,7,5,KT,Gwangju,Gwangju,23.6,17.0,29.9,0.0,2.4,57.0,9646
2019-05-24,FRI,LOTTE,8,5,LG,Sajik,Busan,20.9,16.2,25.4,0.0,3.2,68.5,11427
2019-05-24,FRI,NC,2,4,SK,Changwon,Changwon,22.4,15.7,29.8,0.0,1.3,59.5,10110
2019-05-24,FRI,SAMSUNG,5,10,KIUM,Daegu,Daegu,25.5,14.4,34.5,0.0,1.4,43.6,8749
2019-05-25,SAT,DOOSAN,7,4,HANWHA,Jamsil,Seoul,23.4,18.4,28.6,0.0,1.6,45.6,25000
2019-05-25,SAT,KIA,10,3,KT,Gwangju,Gwangju,23.0,17.3,29.8,0.0,1.0,61.5,18046
2019-05-25,SAT,LOTTE,5,6,LG,Sajik,Busan,23.4,19.2,30.1,0.0,3.4,53.5,24500
2019-05-25,SAT,NC,10,7,SK,Changwon,Changwon,23.8,16.6,31.7,0.0,0.8,49.9,13079
2019-05-25,SAT,SAMSUNG,10,9,KIUM,Daegu,Daegu,25.9,18.9,32.2,0.0,1.7,38.4,19106
2019-05-26,SUN,DOOSAN,2,1,HANWHA,Jamsil,Seoul,24.5,18.6,31.1,0.0,1.8,39.0,22209
2019-05-26,SUN,KIA,17,5,KT,Gwangju,Gwangju,22.6,18.3,28.7,0.3,2.6,64.1,12444
2019-05-26,SUN,LOTTE,2,11,LG,Sajik,Busan,22.0,18.5,25.7,0.0,3.5,65.4,13967
2019-05-26,SUN,NC,1,2,SK,Changwon,Changwon,22.5,17.2,28.5,0.0,1.7,57.3,9221
2019-05-26,SUN,SAMSUNG,4,3,KIUM,Daegu,Daegu,25.5,18.7,33.5,0.0,1.8,37.3,11891
2019-05-28,THU,HANWHA,2,0,KIA,Daejeon,Daejeon,17.7,11.7,24.0,0.0,1.7,63.3,9292
2019-05-28,THU,SK,1,0,KT,Munhak,Incheon,17.2,13.9,20.6,0.0,3.5,60.9,18477
2019-05-28,THU,KIUM,5,0,LG,Gocheok,Seoul,18.1,11.9,24.6,0.0,2.6,45.9,5387
2019-05-28,THU,NC,4,9,LOTTE,Changwon,Changwon,17.7,13.4,24.5,0.0,1.9,54.9,13044
2019-05-28,THU,DOOSAN,4,1,SAMSUNG,Jamsil,Seoul,18.1,11.9,24.6,0.0,2.6,45.9,10353
2019-05-29,WED,HANWHA,1,3,KIA,Daejeon,Daejeon,20.1,11.9,27.8,0.0,1.7,53.4,10356
2019-05-29,WED,SK,6,8,KT,Munhak,Incheon,18.4,14.2,22.4,0.0,3.0,63.4,8261
2019-05-29,WED,KIUM,2,4,LG,Gocheok,Seoul,20.3,13.3,26.5,0.0,2.0,48.4,4563
2019-05-29,WED,NC,8,6,LOTTE,Changwon,Changwon,21.8,12.5,29.0,0.0,1.3,35.0,13568
2019-05-29,WED,DOOSAN,3,2,SAMSUNG,Jamsil,Seoul,20.3,13.3,26.5,0.0,2.0,48.4,12132
2019-05-30,THU,HANWHA,2,3,KIA,Daejeon,Daejeon,20.2,14.6,27.2,0.2,2.1,54.6,9502
2019-05-30,THU,SK,3,2,KT,Munhak,Incheon,18.4,15.6,22.4,0.0,3.9,59.8,7778
2019-05-30,THU,KIUM,3,6,LG,Gocheok,Seoul,19.6,14.6,24.5,0.0,2.4,48.0,5096
2019-05-30,THU,NC,2,10,LOTTE,Changwon,Changwon,22.5,15.5,28.3,0.0,1.6,32.6,12896
2019-05-30,THU,DOOSAN,1,2,SAMSUNG,Jamsil,Seoul,19.6,14.6,24.5,0.0,2.4,48.0,10428
2019-05-31,FRI,SK,2,1,HANWHA,Munhak,Incheon,17.7,15.5,21.2,0.0,3.4,64.0,15480
2019-05-31,FRI,LG,3,2,NC,Jamsil,Seoul,19.1,16.1,23.3,0.0,2.8,49.6,10099
