날짜,요일,홈,방문,구장,관중수
2017/04/19,수,SK,넥센,문학,"4,817"
2017/04/20,목,KT,KIA,수원,"9,222"
2017/04/20,목,한화,LG,대전,"5,572"
2017/04/20,목,롯데,NC,사직,"8,148"
2017/04/20,목,두산,삼성,잠실,"8,509"
2017/04/20,목,SK,넥센,문학,"4,025"
2017/04/21,금,KT,한화,수원,"10,193"
2017/04/21,금,LG,KIA,잠실,"23,263"
2017/04/21,금,넥센,롯데,고척,"5,655"
2017/04/21,금,삼성,NC,대구,"6,951"
2017/04/21,금,SK,두산,문학,"10,071"
2017/04/22,토,KT,한화,수원,"18,507"
2017/04/22,토,LG,KIA,잠실,"25,000"
2017/04/22,토,넥센,롯데,고척,"12,276"
2017/04/22,토,삼성,NC,대구,"12,077"
2017/04/22,토,SK,두산,문학,"22,848"
2017/04/23,일,KT,한화,수원,"17,636"
2017/04/23,일,LG,KIA,잠실,"25,000"
2017/04/23,일,넥센,롯데,고척,"11,407"
2017/04/23,일,삼성,NC,대구,"11,153"
2017/04/23,일,SK,두산,문학,"22,501"
2017/04/25,화,롯데,한화,사직,"9,595"
2017/04/25,화,NC,KT,마산,"4,216"
2017/04/25,화,넥센,두산,고척,"6,411"
2017/04/25,화,LG,SK,잠실,"10,004"
2017/04/25,화,KIA,삼성,광주,"8,048"
2017/04/26,수,롯데,한화,사직,"12,203"
2017/04/26,수,NC,KT,마산,"5,184"
2017/04/26,수,넥센,두산,고척,"6,876"
2017/04/26,수,LG,SK,잠실,"10,730"
2017/04/26,수,KIA,삼성,광주,"11,214"
2017/04/27,목,롯데,한화,사직,"14,823"
2017/04/27,목,NC,KT,마산,"5,591"
2017/04/27,목,넥센,두산,고척,"8,402"
2017/04/27,목,LG,SK,잠실,"11,111"
2017/04/27,목,KIA,삼성,광주,"12,075"
2017/04/28,금,KT,LG,수원,"8,251"
2017/04/28,금,두산,롯데,잠실,"22,131"
2017/04/28,금,KIA,NC,광주,"15,088"
2017/04/28,금,삼성,SK,대구,"8,015"
2017/04/28,금,한화,넥센,대전,"8,639"
2017/04/29,토,KT,LG,수원,"17,105"
2017/04/29,토,두산,롯데,잠실,"25,000"
2017/04/29,토,KIA,NC,광주,"20,500"
2017/04/29,토,삼성,SK,대구,"12,011"
2017/04/29,토,한화,넥센,대전,"13,000"
2017/04/30,일,KT,LG,수원,"16,331"
2017/04/30,일,두산,롯데,잠실,"25,000"
2017/04/30,일,KIA,NC,광주,"20,500"
2017/04/30,일,삼성,SK,대구,"11,254"
2017/04/30,일,한화,넥센,대전,"11,286"
2017/05/02,화,SK,한화,문학,"19,045"
2017/05/02,화,넥센,KIA,고척,"14,223"
2017/05/02,화,KT,롯데,수원,"8,503"
2017/05/02,화,LG,NC,잠실,"14,887"
2017/05/02,화,삼성,두산,대구,"9,384"
2017/05/03,수,SK,한화,문학,"25,000"
2017/05/03,수,넥센,KIA,고척,"17,000"
2017/05/03,수,KT,롯데,수원,"16,078"
2017/05/03,수,LG,NC,잠실,"20,180"
2017/05/03,수,삼성,두산,대구,"14,812"
2017/05/04,목,SK,한화,문학,"23,069"
2017/05/04,목,넥센,KIA,고척,"17,000"
2017/05/04,목,KT,롯데,수원,"13,074"
2017/05/04,목,LG,NC,잠실,"18,843"
2017/05/04,목,삼성,두산,대구,"12,837"
2017/05/05,금,롯데,KIA,사직,"26,600"
2017/05/05,금,한화,KT,대전,"13,000"
2017/05/05,금,두산,LG,잠실,"25,000"
2017/05/05,금,넥센,SK,고척,"11,003"
2017/05/05,금,NC,삼성,마산,"11,000"
2017/05/06,토,롯데,KIA,사직,"26,600"
2017/05/06,토,한화,KT,대전,"13,000"
2017/05/06,토,두산,LG,잠실,"21,920"
2017/05/06,토,넥센,SK,고척,"9,332"
2017/05/06,토,NC,삼성,마산,"11,000"
2017/05/07,일,롯데,KIA,사직,"17,703"
2017/05/07,일,한화,KT,대전,"9,399"
2017/05/07,일,두산,LG,잠실,"21,273"
2017/05/07,일,넥센,SK,고척,"7,134"
2017/05/07,일,NC,삼성,마산,"8,013"
2017/05/09,화,KIA,KT,광주,"10,503"
2017/05/10,수,KIA,KT,광주,"8,760"
2017/05/10,수,삼성,LG,대구,"6,451"
2017/05/10,수,한화,롯데,대전,"6,408"
2017/05/10,수,두산,SK,잠실,"7,516"
2017/05/10,수,NC,넥센,마산,"4,482"
2017/05/11,목,KIA,KT,광주,"11,515"
2017/05/11,목,삼성,LG,대구,"7,263"
2017/05/11,목,한화,롯데,대전,"8,751"
2017/05/11,목,두산,SK,잠실,"8,531"
2017/05/11,목,NC,넥센,마산,"5,059"
2017/05/12,금,LG,한화,잠실,"20,357"
2017/05/12,금,SK,KIA,문학,"20,568"
2017/05/12,금,KT,NC,수원,"4,876"
2017/05/12,금,삼성,넥센,대구,"5,366"
2017/05/13,토,LG,한화,잠실,"22,063"
2017/05/13,토,SK,KIA,문학,"23,665"
2017/05/13,토,KT,NC,수원,"8,471"
2017/05/13,토,롯데,두산,사직,"22,806"
2017/05/13,토,삼성,넥센,대구,"11,024"
2017/05/14,일,LG,한화,잠실,"24,223"
2017/05/14,일,SK,KIA,문학,"25,000"
2017/05/14,일,KT,NC,수원,"9,085"
2017/05/14,일,롯데,두산,사직,"14,955"
2017/05/14,일,삼성,넥센,대구,"8,233"
2017/05/16,화,넥센,한화,고척,"10,660"
2017/05/16,화,롯데,KT,사직,"10,286"
2017/05/16,화,KIA,LG,광주,"11,107"
2017/05/16,화,두산,NC,잠실,"9,078"
2017/05/16,화,SK,삼성,문학,"5,861"
2017/05/17,수,넥센,한화,고척,"10,811"
2017/05/17,수,롯데,KT,사직,"8,165"
2017/05/17,수,KIA,LG,광주,"11,819"
2017/05/17,수,두산,NC,잠실,"9,290"
2017/05/17,수,SK,삼성,문학,"6,305"
2017/05/18,목,넥센,한화,고척,"11,745"
2017/05/18,목,롯데,KT,사직,"9,583"
2017/05/18,목,KIA,LG,광주,"13,279"
2017/05/18,목,두산,NC,잠실,"10,104"
2017/05/18,목,SK,삼성,문학,"7,133"
2017/05/19,금,LG,롯데,잠실,"19,653"
2017/05/19,금,KIA,두산,광주,"17,037"
2017/05/19,금,NC,SK,마산,"7,411"
2017/05/19,금,한화,삼성,대전,"10,285"
2017/05/19,금,KT,넥센,수원,"5,448"
2017/05/20,토,LG,롯데,잠실,"23,898"
2017/05/20,토,KIA,두산,광주,"20,500"
2017/05/20,토,NC,SK,마산,"9,386"
2017/05/20,토,한화,삼성,대전,"13,000"
2017/05/20,토,KT,넥센,수원,"10,831"
2017/05/21,일,LG,롯데,잠실,"22,054"
2017/05/21,일,KIA,두산,광주,"20,500"
2017/05/21,일,NC,SK,마산,"8,694"
2017/05/21,일,한화,삼성,대전,"13,000"
2017/05/21,일,KT,넥센,수원,"12,125"
2017/05/23,화,한화,KIA,대전,"6,858"
2017/05/23,화,삼성,KT,대구,"5,954"
2017/05/23,화,넥센,NC,고척,"5,021"
2017/05/23,화,롯데,SK,사직,"7,123"
2017/05/24,수,한화,KIA,대전,"8,296"
2017/05/24,수,삼성,KT,대구,"5,896"
2017/05/24,수,넥센,NC,고척,"4,326"
2017/05/24,수,LG,두산,잠실,"20,334"
2017/05/24,수,롯데,SK,사직,"7,684"
2017/05/25,목,한화,KIA,대전,"8,001"
2017/05/25,목,삼성,KT,대구,"8,912"
2017/05/25,목,넥센,NC,고척,"4,626"
2017/05/25,목,LG,두산,잠실,"20,442"
2017/05/25,목,롯데,SK,사직,"10,437"
2017/05/26,금,NC,한화,마산,"8,026"
2017/05/26,금,두산,KT,잠실,"12,763"
2017/05/26,금,SK,LG,문학,"14,027"
2017/05/26,금,KIA,롯데,광주,"17,363"
2017/05/26,금,넥센,삼성,고척,"6,074"
2017/05/27,토,NC,한화,마산,"10,177"
2017/05/27,토,두산,KT,잠실,"20,177"
2017/05/27,토,SK,LG,문학,"23,026"
2017/05/27,토,KIA,롯데,광주,"20,500"
2017/05/27,토,넥센,삼성,고척,"13,293"
2017/05/28,일,NC,한화,마산,"7,435"
2017/05/28,일,두산,KT,잠실,"15,159"
2017/05/28,일,SK,LG,문학,"20,225"
2017/05/28,일,KIA,롯데,광주,"17,099"
2017/05/28,일,넥센,삼성,고척,"9,891"
2017/05/30,화,NC,KIA,마산,"6,049"
2017/05/30,화,삼성,롯데,대구,"8,206"
2017/05/30,화,한화,두산,대전,"5,477"
2017/05/30,화,KT,SK,수원,"4,226"
2017/05/30,화,LG,넥센,잠실,"9,520"
2017/05/31,수,NC,KIA,마산,"5,931"
2017/05/31,수,삼성,롯데,대구,"7,827"
2017/05/31,수,한화,두산,대전,"6,745"
2017/05/31,수,KT,SK,수원,"4,011"
2017/05/31,수,LG,넥센,잠실,"10,290"
2017/06/01,목,NC,KIA,마산,"6,147"
2017/06/01,목,삼성,롯데,대구,"11,066"
2017/06/01,목,한화,두산,대전,"8,155"
2017/06/01,목,KT,SK,수원,"4,492"
2017/06/01,목,LG,넥센,잠실,"10,720"
2017/06/02,금,삼성,KIA,대구,"10,055"
